ISSN;Título;Estrato;Hindex5;Hindex SJR;JIF;5 JIF;Eigenfactor;Article influence;
1984-7505;ARETÉ (MANAUS);B5;0;0;0;0;0;0;
1984-7505;ARETE REVISTA AMAZÔNICA DE ENSINO DE CIÊNCIAS;B5;0;0;0;0;0;0;
1583-2767;ARGUMENTUM;B5;6;0;0;0;0;0;
1983-2451;ARQUIVOS BRASILEIROS DE CIÊNCIAS DA SAÚDE;B5;0;0;0;0;0;0;
1809-9556;ARQUIVOS EM MOVIMENTO (UFRJ. ONLINE);B5;0;0;0;0;0;0;
2178-1990;ARQUIVOS EM ODONTOLOGIA;B5;5;0;0;0;0;0;
2178-244X;ARS HISTORICA;B5;0;0;0;0;0;0;
2178-244X;ARSHISTÓRICA;B5;0;0;0;0;0;0;
1516-1692;ARTE & ENSAIO (UFRJ);B5;0;0;0;0;0;0;
2115-6395;ARTELOGIE (ONLINE);B5;0;0;0;0;0;0;
2179-6505;ARTIFÍCIOS - REVISTA DO DIFERE;B5;0;0;0;0;0;0;
2321-2454;ASIAN JOURNAL OF EDUCATION AND E-LEARNING;B5;0;0;0;0;0;0;
2321-2799;ASIAN JOURNAL OF HUMANITIES AND SOCIAL STUDIES;B5;0;0;0;0;0;0;
1682-2749;ATENAS;B5;3;0;0;0;0;0;
1677-0811;ATHOS & ETHOS;B5;0;0;0;0;0;0;
2237-826X;ATOZ: NOVAS PRÁTICAS EM INFORMAÇÃO E CONHECIMENTO;B5;0;0;0;0;0;0;
2253-7937;AULARIA: REVISTA DIGITAL DE COMUNICACIÓN;B5;0;0;0;0;0;0;
1851-1694;AVA;B5;0;0;0;0;0;0;
2175-3431;AVALIAÇÃO PSICOLÓGICA;B5;11;1;0;0;0;0;
1677-0471;AVALIAÇÃO PSICOLÓGICA (IMPRESSO);B5;0;1;0;0;0;0;
2175-3431;AVALIAÇÃO PSICOLÓGICA (ONLINE);B5;0;1;0;0;0;0;
2339-4374;AVANCES DE LA PSICOLOGÍA DEL DEPORTE EN IBEROAMÉRICA;B5;0;0;0;0;0;0;
2446-6085;AYVU - REVISTA DE PSICOLOGIA;B5;0;0;0;0;0;0;
2316-6185;BAGOAS - ESTUDOS GAYS: GÊNEROS E SEXUALIDADES;B5;6;0;0;0;0;0;
1982-0518;BAGOAS : REVISTA DE ESTUDOS GAYS;B5;0;0;0;0;0;0;
1138-9796;BIBLIO 3W (BARCELONA);B5;0;0;0;0;0;0;
1809-4775;BIBLIONLINE (JOÃO PESSOA);B5;0;0;0;0;0;0;
1981-8114;BOLETIM DO MUSEU PARAENSE EMÍLIO GOELDI. CIÊNCIAS NATURAIS;B5;0;0;0;0;0;0;
2238-7293;BOLETIM GEPEP;B5;0;0;0;0;0;0;
2357-724X;BOLETIM ONLINE DE EDUCAÇÃO MATEMÁTICA;B5;0;0;0;0;0;0;
1808-1983;BRASIL EM NÚMEROS (EDIÇÃO EM INGLÊS. IMPRESSO);B5;0;0;0;0;0;0;
1519-9053;BRATHAIR (ONLINE);B5;0;0;0;0;0;0;
2196-288X;BRAZILIAN JOURNAL OF SCIENCE AND TECHNOLOGY;B5;0;0;0;0;0;0;
1984-6738;CADERNO DE CIÊNCIAS AGRÁRIAS;B5;1;0;0;0;0;0;
1676-2568;CADERNO DE EDUCAÇÃO (UFS);B5;0;0;0;0;0;0;
2316-5952;CADERNO DE ESTUDOS E PESQUISA DO TURISMO;B5;0;0;0;0;0;0;
1806-065X;CADERNO DE PESQUISA ESSE IN CURSO (SALVADOR);B5;0;0;0;0;0;0;
1981-3082;CADERNO ESPAÇO FEMININO (ONLINE);B5;0;0;0;0;0;0;
1516-9286;CADERNO ESPAÇO FEMININO (UFU);B5;0;0;0;0;0;0;
1516-6600;CADERNO PEDAGÓGICO (LAJEADO. IMPRESSO);B5;0;0;0;0;0;0;
1983-0882;CADERNO PEDAGÓGICO (LAJEADO. ONLINE);B5;0;0;0;0;0;0;
1984-2147;CADERNOS BRASILEIROS DE SAÚDE MENTAL;B5;6;0;0;0;0;0;
1413-4519;CADERNOS CERU (USP);B5;0;0;0;0;0;0;
0007-9421;CADERNOS DE BIBLIOTECONOMIA. ARQUIVISTICA E DOCUMENTACAO;B5;4;0;0;0;0;0;
1677-0277;CADERNOS DE EDUCAÇÃO ESCOLAR INDÍGENA;B5;0;0;0;0;0;0;
1679-8104;CADERNOS DE EDUCAÇÃO (UMESP);B5;0;0;0;0;0;0;
0102-4248;CADERNOS DE ESTUDOS SOCIAIS;B5;0;0;0;0;0;0;
2175-3962;CADERNOS DE FORMAÇÃO RBCE;B5;0;0;0;0;0;0;
1807-9415;CADERNOS DE GÊNERO E TECNOLOGIA (CEFET/PR);B5;0;0;0;0;0;0;
1809-7634;CADERNOS DE HISTÓRIA DA CIÊNCIA;B5;0;0;0;0;0;0;
1980-0339;CADERNOS DE HISTÓRIA (UFOP. MARIANA);B5;0;0;0;0;0;0;
1519-132X;CADERNOS DE INFORMÁTICA (UFRGS);B5;0;0;0;0;0;0;
1413-053X;CADERNOS DE LETRAS DA UFF;B5;2;0;0;0;0;0;
1646-7280;CADERNOS DE PEDAGOGIA SOCIAL;B5;0;0;0;0;0;0;
1518-7640;CADERNOS DE PESQUISA DO CDHIS (UFU. IMPRESSO);B5;0;0;0;0;0;0;
1809-4163;CADERNOS DE PÓS GRADUAÇÃO EM LETRAS (ONLINE);B5;0;0;0;0;0;0;
0104-4931;CADERNOS DE TERAPIA OCUPACIONAL DA UFSCAR;B5;10;7;0;0;0;0;
2175-0173;CADERNOS DO CEOM;B5;6;0;0;0;0;0;
1413-8409;CADERNOS DO CEOM (UNOCHAPECÓ);B5;0;0;0;0;0;0;
2179-2143;CADERNOS DO TEMPO PRESENTE;B5;3;0;0;0;0;0;
2179-2143;CADERNOS DO TEMPO PRESENTE;B5;3;0;0;0;0;0;
1414-462X;CADERNOS SAÚDE COLETIVA (UFRJ);B5;0;0;0;0;0;0;
2175-1293;CADERNOS WALTER BENJAMIN;B5;0;0;0;0;0;0;
2236-4099;CADERNOS ZIGMUNT BAUMAN;B5;0;0;0;0;0;0;
2236-4099;CADERNOS ZYGMUNT BAUMAN;B5;0;0;0;0;0;0;
2446-9076;CADUS. REVISTA DE ESTUDOS DE POLITICA. HISTÓRIA E CULTURA;B5;0;0;0;0;0;0;
1635-3544;CAHIERS DE LA RECHERCHE SUR L´ÉDUCATION ET LES SAVOIRS;B5;0;0;0;0;0;0;
2176-5111;CAMBIASSU: ESTUDOS EM COMUNICAÇÃO (ONLINE);B5;0;0;0;0;0;0;
1983-7399;CAMINHOS DA EDUCAÇÃO MATEMÁTICA EM REVISTA;B5;0;0;0;0;0;0;
2358-4750;CAMINHOS DA EDUCAÇÃO MATEMÁTICA EM REVISTA (ON-LINE);B5;0;0;0;0;0;0;
2316-9311;CARTEMA - REVISTA DO PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES VISUAIS UFPE/UFPB;B5;0;0;0;0;0;0;
1983-652X;CIÊNCIA & SAÚDE (PORTO ALEGRE);B5;0;0;0;0;0;0;
0101-8515;CIÊNCIA HOJE;B5;0;0;0;0;0;0;
2389-7481;CIENCIA POLÍTICA;B5;0;0;0;0;0;0;
1405-6550;CIENCIA. REVISTA DE LA ACADEMIA MEXICANA DE CIENCIAS;B5;0;0;0;0;0;0;
2177-756X;CIÊNCIAS HUMANAS E SOCIAIS EM REVISTA;B5;0;0;0;0;0;0;
2177-756X;CIÊNCIAS HUMANAS E SOCIAIS EM REVISTA.;B5;0;0;0;0;0;0;
1679-348X;CIÊNCIAS SOCIAIS APLICADAS EM REVISTA (CASCAVEL. IMPRESSO);B5;0;0;0;0;0;0;
1519-7050;CIÊNCIAS SOCIAIS UNISINOS;B5;6;0;0;0;0;0;
2177-6229;CIÊNCIAS SOCIAIS UNISINOS;B5;6;0;0;0;0;0;
1984-9710;CIENTEC: REVISTA DE CIÊNCIA.TECNOLOGIA E HUMANIDADES DO IFPE;B5;0;0;0;0;0;0;
2177-4005;CINERGIS;B5;5;0;0;0;0;0;
1519-2512;CINERGIS (UNISC);B5;0;0;0;0;0;0;
2357-9234;CLARABOIA;B5;0;0;0;0;0;0;
2176-9133;COGITARE ENFERMAGEM;B5;0;0;0;0;0;0;
2176-9133;COGITARE ENFERMAGEM;B5;0;0;0;0;0;0;
2447-2654;COISAS DO GÊNERO: REVISTA DE ESTUDOS FEMINISTAS EM GÊNERO E RELIGIÃO;B5;0;0;0;0;0;0;
1981-4313;COLEÇÃO PESQUISA EM EDUCAÇÃO FÍSICA;B5;0;0;0;0;0;0;
1984-6002;COLEÇÃO TEXTOS FCC (IMPRESSO);B5;0;0;0;0;0;0;
1984-6010;COLEÇÃO TEXTOS FCC (ONLINE);B5;0;0;0;0;0;0;
1519-7654;COMCIÊNCIA (UNICAMP);B5;0;0;0;0;0;0;
2317-675X;COMUNICAÇÃO & INFORMAÇÃO;B5;9;0;0;0;0;0;
1415-5842;COMUNICAÇÃO & INFORMAÇÃO (UFG);B5;0;15;0;0;0;0;
1980-0584;COMUNICAÇÃO EM CIÊNCIAS DA SAÚDE (IMPRESSO);B5;0;0;0;0;0;0;
2175-5132;COMUNICAÇÃO: REFLEXÕES. EXPERIÊNCIAS. ENSINO;B5;0;0;0;0;0;0;
1128-9082;COMUNICAZIONE FILOSOFICA;B5;0;0;0;0;0;0;
1519-7204;CONCEITOS (JOÃO PESSOA);B5;0;0;0;0;0;0;
1980-332X;CONEXÃO LETRAS;B5;0;0;0;0;0;0;
2306-918X;CONGRESO UNIVERSIDAD;B5;3;0;0;0;0;0;
2179-8079;CONTEMPLAÇÃO - REVISTA ACADÊMICA DE FILOSOFIA E TEOLOGIA DA FACULDADE JOÃO PAULO II;B5;0;0;0;0;0;0;
1414-0098;CONTEMPORANEIDADE E EDUCAÇÃO;B5;8;0;0;0;0;0;
1807-9539;CONTEÚDO (CAPIVARI. ONLINE);B5;0;0;0;0;0;0;
2317-2452;CRIAR EDUCAÇÃO ? REVISTA DO PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO ? UNESC;B5;0;0;0;0;0;0;
2317-2452;CRIAR EDUCAÇÃO REVISTA DO PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO UNESC;B5;0;0;0;0;0;0;
2237-0579;CRÍTICA E SOCIEDADE. REVISTA DE CULTURA POLÍTICA;B5;0;0;0;0;0;0;
2237-0579;CRÍTICA E SOCIEDADE: REVISTA DE CULTURA POLÍTICA;B5;0;0;0;0;0;0;
1518-0689;CRONOS (NATAL. IMPRESSO);B5;0;0;0;0;0;0;
1659-2573;CUADERNOS DE INVESTIGACIÓN Y FORMACIÓN EN EDUCACIÓN MATEMÁTICA;B5;0;0;0;0;0;0;
1659-2573;CUADERNOS DE INVESTIGACIÓN Y FORMACIÓN EN EDUCACIÓN MATEMÁTICA;B5;0;0;0;0;0;0;
2316-5014;CULTURA HISTÓRICA & PATRIMÔNIO;B5;0;0;0;0;0;0;
2316-5014;CULTURA HISTÓRICA & PATRIMÔNIO;B5;0;0;0;0;0;0;
1983-5930;CULTURAS MIDIÁTICAS;B5;3;0;0;0;0;0;
2313-965X;CULTURAS PSI.;B5;0;0;0;0;0;0;
2175-6600;DEBATES EM EDUCAÇÃO;B5;2;0;0;0;0;0;
2179-6955;DEBATES EM EDUCAÇÃO CIENTÍFICA E TECNOLÓGICA;B5;2;0;0;0;0;0;
1536-1837;DELAWARE REVIEW OF LATIN AMERICAN STUDIES;B5;0;0;0;0;0;0;
1988-5245;DELOS: DESARROLLO LOCAL SOSTENIBLE;B5;0;0;0;0;0;0;
1678-460X;DELTA. DOCUMENTAÇÃO DE ESTUDOS EM LINGÜÍSTICA TEÓRICA E APLICADA;B5;6;0;0;0;0;0;
1678-460X;DELTA. DOCUMENTAÇÃO DE ESTUDOS EM LINGUÍSTICA TEÓRICA E APLICADA (ONLINE);B5;0;0;0;0;0;0;
0102-4450;DELTA. DOCUMENTAÇÃO DE ESTUDOS EM LINGUÍSTICA TEÓRICA E APLICADA (PUCSP. IMPRESSO);B5;0;6;0;0;0;0;
0121-0483;DERECHO PENAL Y CRIMINOLOGÍA;B5;0;0;0;0;0;0;
2316-5537;DESENVOLVE - REVISTA DE GESTÃO DO UNILASALLE;B5;0;0;0;0;0;0;
2316-5537;DESENVOLVE: REVISTA DE GESTÃO DA UNILASALLE;B5;0;0;0;0;0;0;
2176-3070;DESTAQUES ACADÊMICOS;B5;4;0;0;0;0;0;
2176-3070;DESTAQUES ACADÊMICOS;B5;4;0;0;0;0;0;
1980-2552;DIADORIM (RIO DE JANEIRO);B5;0;0;0;0;0;0;
2317-2010;DIALECTUS: REVISTA DE FILOSOFIA;B5;0;0;0;0;0;0;
2359-1323;DIALEKTIKÉ;B5;0;0;0;0;0;0;
2359-1323;DIALEKTIKÉ (ONLINE);B5;0;0;0;0;0;0;
1413-0076;DIÁLOGO: REVISTA DE ENSINO RELIGIOSO;B5;0;0;0;0;0;0;
1678-0493;DIÁLOGOS & CIÊNCIA (ONLINE);B5;0;0;0;0;0;0;
2177-9856;DIÁLOGOS PERTINENTES;B5;0;0;0;0;0;0;
2236-1499;DIÁLOGOS: REVISTA DE ESTUDOS LINGUÍSTICOS. LITERÁRIOS. CULTURAIS E DA CONTEMPORANEIDADE;B5;0;0;0;0;0;0;
1808-4656;DIALOGUS (RIBEIRÃO PRETO);B5;0;0;0;0;0;0;
2316-4034;DI@LOGUS;B5;0;0;0;0;0;0;
1676-8558;DIREITO E JUSTIÇA (URI);B5;0;0;0;0;0;0;
1518-9562;DIREITO EM AÇÃO (UCB/DF);B5;0;0;0;0;0;0;
1980-7805;DIREITOS CULTURAIS;B5;0;0;0;0;0;0;
2447-0023;DIREITOS. TRABALHO E POLÍTICA SOCIAL;B5;0;0;0;0;0;0;
0251-3625;DISP - THE PLANNING REVIEW [0251-3625];B5;0;15;0;0;0;0;
1983-8921;DIVERS@! (MATINHOS);B5;0;0;0;0;0;0;
1982-0313;DOBRAS (BARUERI. SP);B5;0;0;0;0;0;0;
1646-477X;DOC ON-LINE: REVISTA DIGITAL DE CINEMA DOCUMENTARIO;B5;0;0;0;0;0;0;
1413-2060;DOXA: REVISTA BRASILEIRA DE PSICOLOGIA E EDUCAÇÃO;B5;0;0;0;0;0;0;
0104-0405;DYNAMIS;B5;7;0;0;0;0;0;
1982-4866;DYNAMIS (FURB. ONLINE);B5;0;0;0;0;0;0;
1414-6509;ECONOMIA E DESENVOLVIMENTO (SANTA MARIA);B5;0;0;0;0;0;0;
1414-5057;EDUCAÇÃO & TECNOLOGIA;B5;0;0;0;0;0;0;
2237-1648;EDUCAÇÃO. CULTURA E SOCIEDADE;B5;2;0;0;0;0;0;
1516-2958;EDUCAÇÃO E CIDADANIA;B5;0;0;0;0;0;0;
0871-7222;EDUCAÇÃO E MATEMÁTICA: REVISTA DA ASSOCIAÇÃO DE PROFESSORES DE MATEMÁTICA;B5;0;0;0;0;0;0;
2238-8346;EDUCAÇÃO E POLÍTICAS EM DEBATE;B5;0;0;0;0;0;0;
2238-8346;EDUCAÇÃO E POLÍTICAS EM DEBATE;B5;0;0;0;0;0;0;
2448-0320;EDUCAÇÃO EM ANÁLISE;B5;0;0;0;0;0;0;
1983-6643;EDUCAÇÃO FÍSICA EM REVISTA (BRASÍLIA);B5;0;0;0;0;0;0;
2179-9636;EDUCAÇÃO. GESTÃO E SOCIEDADE. REVISTA;B5;0;0;0;0;0;0;
1981-6979;EDUCAÇÃO MATEMÁTICA EM FOCO (UEPB);B5;0;0;0;0;0;0;
1981-6979;EDUCAÇÃO MATEMÁTICA EM FOCO (UFPB);B5;0;0;0;0;0;0;
1518-8221;EDUCAÇÃO MATEMÁTICA EM REVISTA-RS;B5;5;0;0;0;0;0;
1415-5486;EDUCAÇÃO (SÃO PAULO);B5;3;0;0;0;0;0;
1982-1123;EDUCERE: REVISTA DA EDUCAÇÃO DA UNIPAR (ONLINE);B5;0;0;0;0;0;0;
2237-6984;EID&A - REVISTA ELETRÔNICA DE ESTUDOS INTEGRADOS EM DISCURSO E ARGUMENTAÇÃO;B5;0;0;0;0;0;0;
2237-6984;EID&A _x005F_x005F_x005F_x0013_ REVISTA ELETRÔNICA DE ESTUDOS INTEGRADOS EM DISCURSO E ARGUMENTAÇÃO;B5;0;0;0;0;0;0;
2177-9309;EM TEIA - REVISTA DE EDUCAÇÃO MATEMÁTICA E TECNOLÓGICA IBEROAMERICANA;B5;6;0;0;0;0;0;
2177-9309;EM TEIA: REVISTA DE EDUCAÇÃO MATEMÁTICA E TECNOLÓGICA IBEROAMERICANA;B5;6;0;0;0;0;0;
2316-1191;EM TEMPO DE HISTÓRIAS;B5;0;0;0;0;0;0;
1517-1108;EM TEMPO DE HISTÓRIAS;B5;0;0;0;0;0;0;
2316-9303;E-MOSAICOS;B5;0;0;0;0;0;0;
2316-9303;E-MOSAICOS REVISTA MULTIDISCIPLINAR DE ENSINO. PESQUISA. EXTENSÃO E CULTURA DO INSTITUTO DE APLICAÇÃO FERNANDO RODRIGUES DA SILVEIRA (CAP-UERJ);B5;0;0;0;0;0;0;
2237-8022;ENCONTRO DE PESQUISA EM EDUCAÇÃO;B5;2;0;0;0;0;0;
1807-3867;ENCONTROS (RIO DE JANEIRO);B5;0;0;0;0;0;0;
1695-6141;ENFERMERÍA GLOBAL;B5;14;3;0;0;0;0;
2358-4122;ENSINO DA MATEMÁTICA EM DEBATE;B5;0;0;0;0;0;0;
2237-4450;ENSINO DE CIÊNCIAS E TECNOLOGIA EM REVISTA;B5;0;0;0;0;0;0;
2237-4450;ENSINO DE CIÊNCIAS E TECNOLOGIA EM REVISTA;B5;0;0;0;0;0;0;
2446-6115;ENTHEORIA: CADERNOS DE LETRAS E HUMANAS;B5;0;0;0;0;0;0;
1983-0572;ENTOMOBRASILIS (VASSOURAS);B5;0;0;0;0;0;0;
1806-9509;ENTRELINHAS (UNISINOS. ONLINE);B5;0;0;0;0;0;0;
1984-1787;ENTRELUGARES: REVISTA DE SOCIOPOÉTICA E ABORDAGENS AFINS;B5;0;0;0;0;0;0;
1516-9375;ESPAÇO E GEOGRAFIA (UNB);B5;0;0;0;0;0;0;
1519-7816;ESPAÇO EM REVISTA;B5;0;0;0;0;0;0;
1517-5081;ESPECIARIA (UESC);B5;0;0;0;0;0;0;
1809-1296;ESPORTE E SOCIEDADE;B5;0;0;0;0;0;0;
2237-8898;ESTATÍSTICA E SOCIEDADE;B5;0;0;0;0;0;0;
1851-1732;ESTUDIOS Y PERSPECTIVAS EN TURISMO (EN LÍNEA);B5;0;0;0;0;0;0;
1415-000X;ESTUDOS DE SOCIOLOGIA (RECIFE);B5;0;0;0;0;0;0;
2317-5427;ESTUDOS DE SOCIOLOGIA (UFPE);B5;0;0;0;0;0;0;
1984-6924;ESTUDOS EM JORNALISMO E MÍDIA;B5;5;0;0;0;0;0;
1806-6496;ESTUDOS EM JORNALISMO E MÍDIA (UFSC);B5;0;0;0;0;0;0;
1678-698X;ESTUDOS GEOGRÁFICOS (UNESP);B5;0;0;0;0;0;0;
1983-781X;ESTUDOS (GOIÂNIA. ONLINE);B5;0;0;0;0;0;0;
1413-0939;ESTUDOS LINGÜÍSTICOS (SÃO PAULO);B5;4;0;0;0;0;0;
1413-0939;ESTUDOS LINGUÍSTICOS (SÃO PAULO. 1978);B5;0;0;0;0;0;0;
0425-4082;ESTUDOS UNIVERSITARIOS;B5;0;0;0;0;0;0;
1808-0588;E.T.C. EDUCAÇÃO. TECNOLOGIA E CULTURA;B5;0;0;0;0;0;0;
1502-1149;EUROPEAN JOURNAL OF BEHAVIOR ANALYSIS;B5;6;0;0;0;0;0;
2358-8195;EXPRESSA EXTENSÃO;B5;0;0;0;0;0;0;
1414-4190;EXPRESSA EXTENSÃO (UFPEL);B5;0;0;0;0;0;0;
1677-0439;FAZ CIÊNCIA (UNIOESTE. IMPRESSO);B5;0;0;0;0;0;0;
1688-6151;FERMENTARIO (ONLINE) - DEPARTAMENTO DE HISTORIA Y FILOSOFÍ-A DE LA EDUCACIÓN.;B5;0;0;0;0;0;0;
1984-1159;FILOGÊNESE (MARÍLIA);B5;0;0;0;0;0;0;
1365-2400;FISHERIES MANAGEMENT AND ECOLOGY;B5;23;42;1.327;1.836;0.00187;0.507;
1718-8237;FORMATION ET PROFESSION (SAINTE-FOY);B5;0;0;0;0;0;0;
1973-4778;FORMAZIONE & INSEGNAMENTO: RIVISTA QUADRIMESTRALE DI RICERCA. DOCUMENTAZIONE. CRITICA;B5;0;0;0;0;0;0;
2318-986X;FORM@RE -REVISTA DO PLANO NACIONAL DE FORMAÇÃO DE PROFESSOES DA EDUCAÇÃO BÁSICA/UFPI;B5;0;0;0;0;0;0;
2175-5825;FUTURE STUDIES RESEARCH JOURNAL;B5;4;0;0;0;0;0;
1807-9229;GÊNERO & HISTÓRIA (UFPE);B5;0;0;0;0;0;0;
2447-9195;GEOFRONTER;B5;0;0;0;0;0;0;
2238-0205;GEOGRAFICIDADE;B5;5;0;0;0;0;0;
1518-6059;GEONORDESTE (UFS);B5;0;0;0;0;0;0;
2237-1419;GEONORTE;B5;6;0;0;0;0;0;
1414-7416;GEOUSP (USP);B5;0;0;0;0;0;0;
1516-9103;GESTÃO & PLANEJAMENTO (SALVADOR);B5;0;0;0;0;0;0;
1980-5756;GESTÃO E SOCIEDADE;B5;5;0;0;0;0;0;
1980-5756;GESTÃO E SOCIEDADE (UFMG);B5;0;0;0;0;0;0;
1980-1858;GUAVIRA LETRAS;B5;2;0;0;0;0;0;
2093-369X;HEALTHCARE INFORMATICS RESEARCH;B5;17;14;0;0;0;0;
2357-9366;HELIKON - REVISTA DE HISTÓRIA;B5;0;0;0;0;0;0;
2526-2386;HIPÁTIA - REVISTA BRASILEIRA DE HISTÓRIA. EDUCAÇÃO E MATEMÁTICA;B5;0;0;0;0;0;0;
1981-6081;HIPERTEXTUS REVISTA DIGITAL (UFPE);B5;0;0;0;0;0;0;
2238-5541;HISTORIÆ;B5;4;0;0;0;0;0;
1519-8502;HISTORIÆ;B5;4;0;0;0;0;0;
2238-6270;HISTÓRIA E CULTURA;B5;4;0;0;0;0;0;
2238-6270;HISTÓRIA E CULTURA;B5;4;0;0;0;0;0;
2318-8294;HISTÓRIA E CULTURAS;B5;0;0;0;0;0;0;
2318-1729;HISTÓRIA. HISTÓRIAS;B5;0;0;0;0;0;0;
1984-4530;HISTÓRIA REVISTA (ONLINE);B5;0;0;0;0;0;0;
1414-6312;HISTÓRIA REVISTA (UFG. IMPRESSO);B5;0;0;0;0;0;0;
2236-1782;HISTÓRIA UNISINOS;B5;0;0;0;0;0;0;
2236-1782;HISTÓRIA UNISINOS;B5;0;0;0;0;0;0;
1808-3064;HORIZONTE CIENTÍFICO (UBERLÂNDIA);B5;0;0;0;0;0;0;
1677-9770;HORIZONTES DE LINGUÍSTICA APLICADA;B5;0;0;0;0;0;0;
1677-9770;HORIZONTES DE LINGUÍSTICA APLICADA (UNB);B5;0;0;0;0;0;0;
1516-974X;HUMANIDADES E CIÊNCIAS SOCIAIS (UECE);B5;0;0;0;0;0;0;
2237-4523;IBEROAMERICAN JOURNAL OF APPLIED COMPUTING;B5;0;0;0;0;0;0;
1982-7717;ÍCONE: REVISTA DE LETRAS (UEG. SÃO LUÍS DE MONTES BELOS);B5;0;0;0;0;0;0;
1518-6911;IDEAÇÃO (UNIOESTE. IMPRESSO);B5;0;0;0;0;0;0;
1984-1191;ILUMINURAS (PORTO ALEGRE);B5;0;0;0;0;0;0;
2250-7167;INFEIES-RM;B5;0;0;0;0;0;0;
2347-0658;INTEGRACIÓN Y CONOCIMIENTO;B5;0;0;0;0;0;0;
1982-1662;INTER LEGERE;B5;5;0;0;0;0;0;
0873-0725;INTERACÇÕES (COIMBRA);B5;0;0;0;0;0;0;
1676-0816;INTERATIVIDADE (ANDRADINA. IMPRESSO);B5;0;0;0;0;0;0;
2318-2326;INTERFACES - REVISTA DE EXTENSÃO DA UFMG;B5;0;0;0;0;0;0;
2316-3801;INTERFACES CIENTÍFICAS - HUMANAS E SOCIAIS;B5;2;0;0;0;0;0;
1982-1662;INTER-LEGER;B5;0;0;0;0;0;0;
1982-1662;INTER-LEGERE (UFRN);B5;0;0;0;0;0;0;
1807-1597;INTERLETRAS (DOURADOS);B5;0;0;0;0;0;0;
1985-4668;INTERNATIONAL FOOD RESEARCH JOURNAL;B5;29;27;0;0;0;0;
1836-6554;INTERNATIONAL GRAMSCI JOURNAL;B5;0;0;0;0;0;0;
1932-8818;INTERNATIONAL JOURNAL FOR THE HISTORY OF MATHEMATICS EDUCATION;B5;0;0;0;0;0;0;
2278-3369;INTERNATIONAL JOURNAL OF ADVANCES IN MANAGEMENT AND ECONOMICS;B5;0;0;0;0;0;0;
2363-9997;INTERNATIONAL JOURNAL OF ETHICS EDUCATION;B5;0;0;0;0;0;0;
2220-8488;INTERNATIONAL JOURNAL OF HUMANITIES AND SOCIAL SCIENCE (IMPRESSO);B5;0;0;0;0;0;0;
2221-0989;INTERNATIONAL JOURNAL OF HUMANITIES AND SOCIAL SCIENCE (ONLINE);B5;0;0;0;0;0;0;
2316-6517;INTERNATIONAL JOURNAL OF KNOWLEDGE ENGINEERING AND MANAGEMENT;B5;4;0;0;0;0;0;
2316-6517;INTERNATIONAL JOURNAL OF KNOWLEDGE ENGINEERING AND MANAGEMENT;B5;4;0;0;0;0;0;
2316-6517;INTERNATIONAL JOURNAL OF KNOWLEDGE ENGINEERING AND MANAGEMENT - IJKEM;B5;4;0;0;0;0;0;
0147-5479;INTERNATIONAL LABOR AND WORKING CLASS HISTORY;B5;7;15;0.308;0.473;0.00033;0.202;
1679-9844;INTERSCIENCE PLACE;B5;0;0;0;0;0;0;
1679-9844;INTERSCIENCE PLACE;B5;0;0;0;0;0;0;
0718-7416;INTERSECCIONES EDUCATIVAS;B5;0;0;0;0;0;0;
1515-2332;INTERSECCIONES EN COMUNICACIÓN (ONLINE);B5;0;0;0;0;0;0;
2316-316X;INTERSEMIOSE - REVISTA DIGITAL;B5;0;0;0;0;0;0;
2316-316X;INTERSEMIOSE - REVISTA DIGITAL;B5;0;0;0;0;0;0;
0187-358X;INVESTIGACIÓN BIBLIOTECOLÓGICA;B5;7;6;0.125;0.2;0.00004;0.026;
1984-2902;ISYS: REVISTA BRASILEIRA DE SISTEMAS DE INFORMAÇÃO;B5;0;0;0;0;0;0;
1646-1959;ITINERÁRIOS DE FILOSOFIA DA EDUCAÇÃO;B5;0;0;0;0;0;0;
1360-2322;JARID. JOURNAL OF APPLIED RESEARCH IN INTELLECTUAL DISABILITIES;B5;0;48;2.112;1.874;0.00212;0.596;
2167-9053;JOURNAL OF ARTS AND HUMANITIES;B5;8;0;0;0;0;0;
2395-3446;JOURNAL OF BASIC AND APPLIED RESEARCH INTERNATIONAL;B5;2;0;0;0;0;0;
2395-3438;JOURNAL OF BASIC AND APPLIED RESEARCH INTERNATIONAL;B5;2;0;0;0;0;0;
1718-4770;JOURNAL OF CONTEMPORARY ISSUES IN EDUCATION;B5;0;0;0;0;0;0;
2331-4001;JOURNAL OF INTERNATIONAL SPECIAL NEEDS EDUCATION;B5;0;0;0;0;0;0;
2178-2423;JOURNAL OF MATHEMATICAL MODELLING AND APPLICATION;B5;0;0;0;0;0;0;
2159-5275;JOURNAL OF MECHANICS ENGINEERING AND AUTOMATION;B5;6;0;0;0;0;0;
2236-1987;JOURNAL OF NURSING AND HEALTH;B5;5;0;0;0;0;0;
2236-1987;JOURNAL OF NURSING AND HEALTH;B5;5;0;0;0;0;0;
2358-9884;JOURNAL OF NURSING AND SOCIOENVIRONMENTAL HEALTH;B5;0;0;0;0;0;0;
